Celltype	Trait	Z	pvalue
CLP	Red_blood_cell_traits	-0.461414370489581	0.677749328326762
Ery	Bone_mineral_density	-0.462522481085887	0.678146657739574
GMP-C	Urate_levels	-0.463795172076374	0.678602748667227
CD8	Primary_sclerosing_cholangitis	-0.469353781109155	0.680591610419948
CLP	Behcets_disease	-0.472695008458885	0.681784605863829
B	Renal_function_related_traits_BUN	-0.475560372540157	0.68280619366956
pDC	Platelet_counts	-0.477190647916208	0.683386815000102
Mega	Type_2_diabetes	-0.479314531710242	0.6841425571315
HSC	Juvenile_idiopathic_arthritis	-0.486317225822311	0.686628866082285
NK	Rheumatoid_arthritis	-0.486569927222414	0.686718430341092
Ery	Fasting_glucose_related_traits	-0.493040952142098	0.689008174209142
Ery	Creatinine_levels	-0.499818521619716	0.691398566130255
LMPP	Bone_mineral_density	-0.501327008037286	0.691929499697115
CLP	Rheumatoid_arthritis	-0.503831950636289	0.692810263336803
NK	Migraine	-0.510710332051241	0.695223047565083
GMP-A	Celiac_disease	-0.514507337688999	0.696551334218415
GMP-C	Platelet_counts	-0.52260443758524	0.699375224100708
MPP	Juvenile_idiopathic_arthritis	-0.523560442986858	0.699707849650681
CLP	Autoimmune_thyroiditis	-0.523742585185579	0.699771204009222
HSC	Renal_function_related_traits_BUN	-0.526013358509558	0.700560537251743
B	Progressive_supranuclear_palsy	-0.528029517040701	0.701260575384628
NK	Fasting_glucose_related_traits	-0.531100778212223	0.702325527507921
GMP-B	Kawasaki_disease	-0.535716908126535	0.703922891886657
Ery	Primary_sclerosing_cholangitis	-0.539276723550239	0.705152036356073
CLP	Alopecia_areata	-0.546727732836267	0.707717100853657
B	Type_2_diabetes	-0.54704137122606	0.707824845151218
MPP	Renal_function_related_traits_BUN	-0.549460307298681	0.708655201453029
NK	Kawasaki_disease	-0.551917825096973	0.709497672387161
B	Systemic_sclerosis	-0.560728410145648	0.71250865168176
LMPP	Chronic_kidney_disease	-0.561742348206736	0.712854211568101
Mega	Type_1_diabetes	-0.565925417221205	0.714277758842224
CMP	LDL_cholesterol	-0.566123154215387	0.714344967868304
GMP-A	Systemic_lupus_erythematosus	-0.567733136370935	0.71489190617266
Mega	Celiac_disease	-0.574366395476093	0.717140055972041
GMP-C	Liver_enzyme_levels_gamma_glutamyl_transferase	-0.578299978362277	0.718469195486831
LMPP	Platelet_counts	-0.578953065522132	0.718689578659527
GMP-A	Platelet_counts	-0.578965301721392	0.718693706949659
Ery	Migraine	-0.593112671709597	0.723447124695313
CLP	Chronic_kidney_disease	-0.599068277367044	0.725436322591931
B	Juvenile_idiopathic_arthritis	-0.5991218908071	0.725454197604482
mDC	Atopic_dermatitis	-0.601880714889178	0.726373228892381
CD4	Kawasaki_disease	-0.60516522587991	0.727465390624527
CD8	Kawasaki_disease	-0.605877286003732	0.727701878232535
CD8	Restless_legs_syndrome	-0.613827500441112	0.730335338687022
pDC	Alzheimers_combined	-0.614219926061863	0.730464996130259
B	Asthma	-0.624411422877255	0.733821287393645
Ery	Vitiligo	-0.624736097030627	0.733927861155786
Ery	Type_2_diabetes	-0.625806344948996	0.734279015195879
B	Urate_levels	-0.632545479363763	0.736484749896401
CD4	Restless_legs_syndrome	-0.636540472972579	0.737787895002041
pDC	HDL_cholesterol	-0.63719544036551	0.738001226335166
pDC	Type_2_diabetes	-0.64404349685295	0.740226385728446
pDC	Allergy	-0.665951686656153	0.747279009091988
CLP	Multiple_sclerosis	-0.667660060227911	0.747824694935568
B	Platelet_counts	-0.676606625087471	0.750672212735186
B	Migraine	-0.677475387781547	0.750947809609096
CD4	Asthma	-0.684554653684244	0.753187504918706
MEP	Chronic_kidney_disease	-0.687182261977214	0.75401605962137
GMP-B	Liver_enzyme_levels_gamma_glutamyl_transferase	-0.688735696858306	0.754505196049925
MEP	HDL_cholesterol	-0.689057823674208	0.754606559989011
mDC	Autoimmune_thyroiditis	-0.689720711114174	0.754815080597526
CMP	Rheumatoid_arthritis	-0.694026640057757	0.756167248786022
MPP	Asthma	-0.698267094164686	0.757494913061608
CMP	Systemic_lupus_erythematosus	-0.699503370790731	0.757881246401089
GMP-A	Liver_enzyme_levels_gamma_glutamyl_transferase	-0.701082039498268	0.758374090876274
CLP	Vitiligo	-0.702519341438724	0.758822327961787
CLP	Liver_enzyme_levels_gamma_glutamyl_transferase	-0.703016522582422	0.75897727362761
MPP	Primary_biliary_cirrhosis	-0.716450987435647	0.763143539424099
GMP-B	Systemic_lupus_erythematosus	-0.72340635519827	0.765284866040879
CD8	Asthma	-0.724086651471386	0.765493730465637
Mono	Fasting_glucose_related_traits	-0.737047250377908	0.769453192120249
Ery	Type_1_diabetes	-0.737932366892278	0.769722225412238
NK	Psoriasis	-0.740160399009943	0.770398663287803
MPP	Liver_enzyme_levels_gamma_glutamyl_transferase	-0.748101140348021	0.772800422878551
MPP	Alopecia_areata	-0.750601741812764	0.773553813712734
Mono	Systemic_lupus_erythematosus	-0.753782994452991	0.774510231577504
pDC	Ankylosing_spondylitis	-0.760132187269431	0.776412212705091
MPP	Behcets_disease	-0.76121564809378	0.776735863359
mDC	Urate_levels	-0.761540002176811	0.776832702294202
NK	Alopecia_areata	-0.76370278776086	0.777477810446867
NK	C_reactive_protein	-0.764394075395927	0.777683780843317
CLP	Triglycerides	-0.765378264567101	0.777976834039429
HSC	Kawasaki_disease	-0.76657081105124	0.778331632229243
mDC	Primary_biliary_cirrhosis	-0.766593845332212	0.778338482038575
HSC	Ulcerative_colitis	-0.773495601908739	0.780385434691155
NK	Chronic_kidney_disease	-0.789122365832008	0.784979754513814
CMP	HDL_cholesterol	-0.792511372333237	0.785968718302861
Mono	Autoimmune_thyroiditis	-0.795751748337003	0.786911828836111
Mega	Psoriasis	-0.79674111912266	0.787199301114123
NK	Alzheimers_combined	-0.798925854588723	0.787833296888994
CD4	Migraine	-0.800250390994871	0.788217130307472
Mega	Primary_biliary_cirrhosis	-0.804299822312529	0.789388079863272
Mono	Migraine	-0.804976550306489	0.789583394067466
Mega	Triglycerides	-0.80988110741894	0.790995744453401
GMP-C	Fasting_glucose_related_traits	-0.810567679999917	0.791193008194704
HSC	Ankylosing_spondylitis	-0.820816626531616	0.794124636723799
LMPP	Type_2_diabetes	-0.822918719392085	0.794722891612708
Mega	HDL_cholesterol	-0.834519066432229	0.798005726105088
CMP	Type_1_diabetes	-0.834539081256797	0.7980113628982
B	LDL_cholesterol	-0.851390075611398	0.802723648563366
LMPP	Fasting_glucose_related_traits	-0.856502060743776	0.804139933267039
CLP	Juvenile_idiopathic_arthritis	-0.858062908292782	0.804571136304645
pDC	Psoriasis	-0.865044673739772	0.806492865282449
mDC	Asthma	-0.879063343601048	0.810316534199496
Mega	Urate_levels	-0.889647714314135	0.813172461390451
CD4	Alzheimers_combined	-0.894358003802918	0.814434812694605
CD4	HDL_cholesterol	-0.900156562427965	0.815981530670976
MPP	Type_1_diabetes	-0.900424801511948	0.816052886461515
B	Chronic_kidney_disease	-0.90278259248079	0.816679354175931
GMP-A	Chronic_kidney_disease	-0.904760783790775	0.817203934222499
NK	Platelet_counts	-0.912179373170487	0.819162849818975
mDC	LDL_cholesterol	-0.914370192569528	0.81973882059696
CD4	Type_2_diabetes	-0.916523695810883	0.820303857526674
MEP	Juvenile_idiopathic_arthritis	-0.924385635132048	0.822357214469106
GMP-C	Systemic_sclerosis	-0.924905112154762	0.822492366393505
LMPP	HDL_cholesterol	-0.927568008465783	0.823184150547063
HSC	Type_1_diabetes	-0.932537625747195	0.824470624412364
CLP	Ankylosing_spondylitis	-0.936211935766471	0.825417960496855
CMP	Primary_sclerosing_cholangitis	-0.943984890990871	0.827411315380917
HSC	HDL_cholesterol	-0.947016097103352	0.828184711770023
LMPP	Asthma	-0.948271589353441	0.82850439482095
Ery	Celiac_disease	-0.950383594493919	0.829041311589337
Mega	Ulcerative_colitis	-0.950446322865675	0.829057242017723
Ery	Behcets_disease	-0.956754208223185	0.830654334979961
HSC	Alopecia_areata	-0.962697182431351	0.832150244448465
Ery	Ankylosing_spondylitis	-0.969254101290703	0.833790788102353
mDC	Platelet_counts	-0.973362599769733	0.834813439945023
GMP-B	Chronic_kidney_disease	-0.977997589739199	0.835962241916083
Ery	Progressive_supranuclear_palsy	-0.987012088486843	0.838181643766843
Mega	Fasting_glucose_related_traits	-0.995129893645716	0.840163453393799
GMP-C	Chronic_kidney_disease	-1.00057093814725	0.841482856948048
NK	Triglycerides	-1.00552480501819	0.842677894267254
MEP	C_reactive_protein	-1.00843338679379	0.843376774160527
MEP	Bone_mineral_density	-1.01222170318094	0.844283969303853
Ery	Ulcerative_colitis	-1.02194084640268	0.8465955507784
CD8	Allergy	-1.0292518996133	0.84831934010348
Mega	Autoimmune_thyroiditis	-1.04204557671596	0.851304725590143
LMPP	C_reactive_protein	-1.0548160797339	0.854245275476331
B	Primary_sclerosing_cholangitis	-1.05821821655194	0.85502201593907
Mega	Systemic_sclerosis	-1.06200801796548	0.855883977372992
Mega	Vitiligo	-1.06308802198456	0.856128982066411
CLP	LDL_cholesterol	-1.06627133497954	0.856849498245154
HSC	Behcets_disease	-1.0683430886947	0.857317110708186
MEP	Primary_biliary_cirrhosis	-1.07179532410766	0.858094013108505
MEP	Liver_enzyme_levels_gamma_glutamyl_transferase	-1.07244318209711	0.858239489402174
Mono	Urate_levels	-1.07293191520118	0.858349167393463
CMP	C_reactive_protein	-1.07351107864125	0.858479064674966
GMP-C	Autoimmune_thyroiditis	-1.07362003308334	0.858503492425375
Ery	Primary_biliary_cirrhosis	-1.07967064047276	0.859855563817337
MPP	Triglycerides	-1.08072761548609	0.860090852393126
CD4	Triglycerides	-1.08159932510116	0.860284697729439
CLP	Allergy	-1.08761238678489	0.861616869940745
mDC	Migraine	-1.0895936920441	0.862053918512314
B	C_reactive_protein	-1.09396323648422	0.863014448831304
MPP	HDL_cholesterol	-1.10810512760572	0.866091791623559
MPP	Fasting_glucose_related_traits	-1.11143241310414	0.866808866522498
MEP	Type_1_diabetes	-1.11341021550379	0.867233855198287
LMPP	Juvenile_idiopathic_arthritis	-1.12519115958661	0.86974598076018
NK	HDL_cholesterol	-1.14280744919911	0.873440727361193
GMP-B	Systemic_sclerosis	-1.15586308707467	0.876131418336051
HSC	Fasting_glucose_related_traits	-1.15698799537138	0.876361367501719
HSC	Triglycerides	-1.16635563373327	0.878264655782245
GMP-B	Autoimmune_thyroiditis	-1.17176262706905	0.879353814376404
CD8	Alzheimers_combined	-1.17742552775208	0.880487147094238
Ery	Psoriasis	-1.1815357901462	0.881305027872421
CLP	C_reactive_protein	-1.18403294449627	0.881799989006883
CD8	HDL_cholesterol	-1.18690983689233	0.882368406606348
MEP	Rheumatoid_arthritis	-1.19261513664599	0.883489932504478
CLP	Platelet_counts	-1.19297895957546	0.883561193302719
CD8	C_reactive_protein	-1.19879167064141	0.884695518927981
GMP-A	Multiple_sclerosis	-1.1993963255377	0.88481306215333
GMP-B	Multiple_sclerosis	-1.20293090764426	0.885498470670382
Ery	Autoimmune_thyroiditis	-1.20387687634097	0.885681414744134
CD4	Allergy	-1.21870346094012	0.888521618049567
Ery	Allergy	-1.22415075072723	0.889552318052319
Ery	Rheumatoid_arthritis	-1.2321801040615	0.891059093146015
CD8	Atopic_dermatitis	-1.24087485103259	0.892674007750206
MPP	Ankylosing_spondylitis	-1.24315208595362	0.893094102419143
Mono	Red_blood_cell_traits	-1.24452374096936	0.893346566368227
CMP	Ulcerative_colitis	-1.2537819562404	0.895039365319798
B	Atopic_dermatitis	-1.25773603272872	0.895756381828202
Mega	Atopic_dermatitis	-1.26135800859856	0.896410054951502
MPP	Kawasaki_disease	-1.26749780893513	0.897511326716772
HSC	Asthma	-1.28787170831242	0.90110468734821
pDC	Fasting_glucose_related_traits	-1.30860289205742	0.904665549612258
MPP	Ulcerative_colitis	-1.31550334525348	0.905829603094466
CMP	Red_blood_cell_traits	-1.32990821387224	0.908225742606199
MEP	Behcets_disease	-1.33304304984221	0.90874116164307
MEP	Crohns_disease	-1.33933719098433	0.909769536726415
CMP	Behcets_disease	-1.34217466873225	0.910230316088975
CMP	Psoriasis	-1.34640878142444	0.910914639764823
CD8	Triglycerides	-1.34641209835475	0.910915174325881
GMP-A	Autoimmune_thyroiditis	-1.35880794044659	0.912896271751942
Mega	Crohns_disease	-1.38530727264229	0.917020734556729
Mega	Rheumatoid_arthritis	-1.39978212449686	0.919210713843806
GMP-A	Fasting_glucose_related_traits	-1.40052277034687	0.919321585205608
NK	Primary_sclerosing_cholangitis	-1.4027273324586	0.919650918222799
CMP	Juvenile_idiopathic_arthritis	-1.42241784769237	0.92254750753227
LMPP	Kawasaki_disease	-1.45612941163718	0.927321575824392
MEP	Primary_sclerosing_cholangitis	-1.46105797979029	0.928000234702546
MEP	Autoimmune_thyroiditis	-1.46563189550023	0.928625701473668
CD4	Platelet_counts	-1.4713216012583	0.929397917903343
mDC	Red_blood_cell_traits	-1.47691152948794	0.930150323019269
MEP	Psoriasis	-1.47827616008083	0.930333062003061
pDC	Primary_biliary_cirrhosis	-1.48643780495467	0.931418321802333
CD4	Atopic_dermatitis	-1.51978898635618	0.935717990975364
Ery	Atopic_dermatitis	-1.55469630645278	0.93999079265392
NK	Atopic_dermatitis	-1.57289689171184	0.942128652520549
GMP-B	Fasting_glucose_related_traits	-1.57926951418608	0.942862874349227
CD8	Platelet_counts	-1.59663384749493	0.944826325281708
HSC	Bone_mineral_density	-1.61420870760125	0.946758918051739
Mono	Primary_biliary_cirrhosis	-1.63123772037165	0.94857991551684
CLP	Crohns_disease	-1.63913852806403	0.949407793675619
GMP-A	Red_blood_cell_traits	-1.6550488821527	0.951042708641755
HSC	Crohns_disease	-1.66175490639749	0.951719036440162
pDC	Red_blood_cell_traits	-1.68976938593287	0.954463958576506
B	Red_blood_cell_traits	-1.71008286293973	0.956374724368787
CMP	Primary_biliary_cirrhosis	-1.71473279611808	0.956802886120426
LMPP	Systemic_sclerosis	-1.72743416566248	0.95795514044698
HSC	Type_2_diabetes	-1.73171903395922	0.958338200003683
LMPP	Celiac_disease	-1.75079560430582	0.960009437971663
CLP	Ulcerative_colitis	-1.7649886511067	0.961217163457427
LMPP	Autoimmune_thyroiditis	-1.77270391937997	0.961861109342666
GMP-C	Red_blood_cell_traits	-1.79427707900053	0.96361552265652
MPP	Type_2_diabetes	-1.83170601240452	0.966502383787668
GMP-A	Systemic_sclerosis	-1.87604751745414	0.969675622331151
GMP-B	Red_blood_cell_traits	-1.88026948758602	0.969964320232596
CMP	Kawasaki_disease	-1.88751928691617	0.970454742645492
MEP	Ulcerative_colitis	-1.89155527818157	0.9707248703583
MEP	Kawasaki_disease	-1.9115995089863	0.972036208815164
HSC	Celiac_disease	-1.93078833665755	0.973245383349788
LMPP	Vitiligo	-2.00484106847268	0.977509979748648
MPP	Crohns_disease	-2.00686816229683	0.977618148665261
MEP	Celiac_disease	-2.00892760042684	0.977727593816706
MPP	Bone_mineral_density	-2.02326331250977	0.978476996386629
MPP	Celiac_disease	-2.02423285143936	0.978526900531685
CMP	Systemic_sclerosis	-2.07816960121963	0.981153129553864
CMP	Crohns_disease	-2.07953655519399	0.98121596924084
LMPP	Multiple_sclerosis	-2.1538026282437	0.984372173241029
HSC	Autoimmune_thyroiditis	-2.17666292263051	0.985247136680913
MEP	Vitiligo	-2.19429759501566	0.985892988878658
CMP	Bone_mineral_density	-2.25628114686459	0.987973485329903
CD4	Urate_levels	-2.25874207151918	0.98805028309979
CMP	Autoimmune_thyroiditis	-2.29061492217821	0.989007152441854
CMP	Ankylosing_spondylitis	-2.38400524445526	0.991437320843136
HSC	Vitiligo	-2.38494380074795	0.991459134693374
HSC	Systemic_sclerosis	-2.40538091461893	0.991922191793687
MPP	Autoimmune_thyroiditis	-2.4272883456458	0.992393919947796
Ery	Multiple_sclerosis	-2.43180466936997	0.99248809648949
NK	Urate_levels	-2.5145307146301	0.994040454004617
LMPP	Crohns_disease	-2.54150921649551	0.994481248191413
MEP	Ankylosing_spondylitis	-2.58863161700025	0.995182094224488
HSC	Red_blood_cell_traits	-2.69264643957203	0.996455630125092
CMP	Vitiligo	-2.69433321730014	0.996473519264622
MPP	Red_blood_cell_traits	-2.69604726888092	0.996491614564022
CD8	Urate_levels	-2.73765454767511	0.996906048114113
CMP	Celiac_disease	-2.77817406947234	0.997266733761601
MPP	Vitiligo	-2.79362884540368	0.997393986941512
Mega	Multiple_sclerosis	-2.80053678551929	0.997449115377709
LMPP	Red_blood_cell_traits	-2.98628614878437	0.998588058655235
MPP	Systemic_sclerosis	-3.07727333281233	0.998955481758179
MEP	Multiple_sclerosis	-3.66141066628089	0.999874584837899
HSC	Multiple_sclerosis	-3.85155299971453	0.999941314439684
MPP	Multiple_sclerosis	-4.28951827263995	0.999991046945922
CMP	Multiple_sclerosis	-4.72396466182344	0.999998843546877
